alltags,category,subcategory,label
10,7,67,5.46
10,2,31,4.39
26,3,39,6.51
8,11,77,3.32
36,7,65,11.96
67,7,63,4.52
1,2,21,1.00
10,4,46,6.67
9,7,65,3.70
54,7,65,9.55
37,2,22,9.02
21,3,39,4.25
15,1,5,9.84
18,1,7,6.74
14,2,20,9.19
35,2,22,6.60
12,3,41,5.36
16,4,47,4.95
19,7,65,11.03
11,1,6,7.18
14,1,6,8.83
8,4,47,5.88
28,2,19,6.78
19,2,19,4.95
10,11,77,6.86
12,5,51,5.13
21,1,2,6.64
21,6,57,4.75
8,2,32,4.75
49,9,70,8.71
12,1,4,5.67
5,6,62,4.32
10,4,49,6.70
43,3,40,10.64
5,4,49,6.27
48,4,45,4.25
4,4,48,7.44
13,2,18,5.17
17,6,59,6.25
14,3,39,7.09
15,4,48,5.00
42,3,39,8.91
27,4,44,4.91
39,5,50,5.04
9,1,11,7.63
5,4,46,7.16
48,10,75,5.43
4,4,49,2.00
13,8,68,3.91
41,1,5,5.09
12,10,75,5.13
4,10,76,2.81
5,1,6,10.13
18,1,10,8.72
4,11,77,3.81
18,4,47,11.88
73,1,2,13.55
12,4,45,7.31
19,7,65,5.88
14,6,56,7.55
16,2,28,12.85
7,1,4,2.32
9,3,40,4.39
71,1,9,7.61
17,1,7,8.34
28,9,70,4.95
4,6,59,2.00
3,4,46,3.00
45,3,39,7.92
31,8,69,3.58
20,1,8,8.36
24,7,65,4.75
7,3,38,3.70
6,3,39,3.81
8,3,39,5.09
16,2,32,10.79
3,5,53,7.51
30,3,38,7.17
49,10,75,5.52
9,6,56,5.52
6,1,3,4.95
9,7,66,2.81
3,4,47,4.52
26,1,5,12.03
5,7,65,5.13
8,4,44,4.39
35,1,6,5.61
15,7,63,10.17
21,7,65,10.09
26,10,76,6.77
11,1,8,7.70
29,3,39,6.30
49,4,45,7.93
8,2,28,5.13
8,4,47,5.64
8,4,47,7.80
30,7,67,9.66
9,2,22,5.39
14,4,47,6.70
10,9,71,3.17
19,6,56,2.58
35,2,25,8.20
8,5,52,6.25
25,10,75,8.10
16,7,65,10.95
42,1,8,7.02
6,2,25,5.75
14,7,65,7.03
7,4,47,4.09
22,2,23,5.36
20,3,38,3.70
25,2,32,6.54
29,6,57,1.58
12,9,73,10.27
14,10,76,6.25
6,1,2,6.66
5,4,49,6.83
55,1,4,6.55
17,10,75,6.70
19,4,46,9.65
25,4,47,3.70
10,6,62,5.95
36,2,18,7.38
14,1,5,6.34
19,2,35,10.92
14,1,6,6.17
40,7,63,5.43
5,4,48,3.46
12,4,47,5.67
20,2,19,8.04
18,7,65,6.43
13,9,73,2.00
12,1,2,7.69
28,4,44,2.81
13,3,39,6.25
11,11,77,8.60
41,4,45,7.16
6,2,23,7.09
18,10,76,5.04
41,2,20,6.54
13,2,25,6.66
22,6,60,4.81
29,1,4,3.46
18,7,67,6.92
18,1,7,5.32
3,4,44,8.35
14,1,14,10.23
3,4,47,6.29
22,2,32,3.58
70,4,48,6.36
23,2,34,7.75
33,3,39,5.49
16,9,73,7.36
16,4,44,5.61
25,5,53,4.32
15,10,76,5.00
19,9,73,7.83
12,5,51,2.58
17,6,59,5.58
1,1,4,3.91
5,3,38,6.17
17,3,38,7.45
11,4,46,11.60
16,1,6,5.81
6,2,33,4.46
9,2,27,3.46
10,5,53,7.30
9,2,19,6.87
23,4,49,7.81
30,7,64,7.27
27,1,6,5.64
46,10,75,8.93
57,11,77,5.83
18,1,5,5.73
18,1,6,10.12
53,10,75,5.29
38,5,50,5.58
13,7,67,7.59
22,3,39,8.72
19,2,19,5.88
5,4,49,3.32
31,1,4,10.49
40,7,63,4.81
21,1,10,7.64
34,1,8,7.94
3,2,24,4.46
39,2,19,6.32
14,3,39,4.75
49,1,6,10.24
21,2,27,6.67
44,7,65,7.11
7,6,57,7.07
16,2,34,11.82
13,1,9,11.03
21,9,73,6.91
22,2,32,11.12
3,2,19,3.00
8,9,73,8.74
26,2,32,8.46
38,10,76,2.81
26,4,47,6.77
55,10,75,5.75
66,1,8,8.40
3,1,5,6.54
51,3,39,6.87
21,7,63,5.13
8,3,39,8.41
37,2,18,7.52
4,4,48,7.26
62,1,5,3.81
8,5,52,6.13
18,3,39,2.00
55,2,22,6.38
4,1,6,5.32
23,2,29,7.70
69,9,70,8.41
24,2,32,8.92
10,6,62,8.98
3,3,38,4.91
54,7,67,7.96
10,6,55,7.35
12,8,68,5.17
3,1,11,2.58
35,2,27,5.81
74,9,73,10.95
26,2,31,7.16
6,4,46,10.08
21,9,73,4.32
28,3,38,5.43
31,4,47,9.61
25,7,66,8.47
31,2,22,7.08
7,7,63,2.58
26,9,73,7.77
12,4,48,3.46
15,2,24,6.41
16,1,7,11.63
14,11,77,8.52
5,9,71,8.78
4,6,60,4.91
15,4,48,6.93
6,2,33,5.09
22,3,38,3.91
16,7,66,4.70
31,2,27,5.17
6,9,73,3.32
15,2,19,7.12
12,1,8,6.41
27,9,71,4.00
12,5,51,2.58
64,1,8,10.74
17,2,23,4.70
19,7,64,6.13
27,3,38,8.11
2,9,72,3.46
21,10,75,5.83
17,4,44,3.91
7,4,48,9.77
23,2,18,4.39
21,1,5,10.77
36,2,22,5.46
23,7,63,5.95
45,2,23,5.49
33,5,50,5.00
8,2,17,4.17
12,3,38,4.70
15,3,39,5.25
49,10,76,1.58
10,4,45,6.39
49,3,38,5.09
23,2,32,7.87
12,3,39,3.32
19,2,24,8.50
7,4,46,5.21
7,1,14,5.70
8,2,23,2.81
18,4,47,7.65
27,9,72,6.23
14,3,39,3.00
1,2,25,3.81
20,6,55,10.72
31,1,9,6.87
10,2,29,3.46
20,4,46,8.71
5,4,47,4.52
17,1,2,10.33
22,2,23,5.17
12,1,8,8.09
17,2,22,10.85
21,7,64,10.20
5,4,43,2.58
34,6,59,5.17
11,11,77,4.91
19,2,23,5.04
5,1,2,2.81
17,2,23,5.61
12,6,55,4.17
12,2,32,7.58
13,7,63,5.98
8,11,77,3.91
16,5,50,1.58
7,1,11,5.13
27,2,27,7.21
5,2,23,4.32
27,10,75,10.63
19,2,29,3.58
24,1,8,6.51
8,2,28,4.09
17,10,76,6.34
13,8,68,3.91
30,9,71,3.81
11,2,33,4.25
24,8,68,9.65
42,4,45,8.63
26,11,77,5.83
12,1,6,7.31
2,4,48,3.32
58,2,29,7.36
24,2,20,4.95
5,3,40,2.00
6,3,39,6.74
19,5,50,6.41
17,4,43,2.81
28,1,9,5.61
20,2,19,6.23
16,10,75,4.32
70,4,48,7.23
41,2,32,8.38
9,5,51,5.78
7,5,52,6.29
4,9,70,6.71
37,2,33,6.11
14,1,9,6.36
27,9,73,8.61
74,2,34,9.60
39,2,22,9.29
30,9,71,3.17
50,2,35,11.02
12,1,5,6.48
19,2,27,4.86
9,4,48,5.13
6,11,77,4.39
46,3,39,8.98
6,1,4,6.27
57,9,70,7.43
12,7,63,3.00
5,4,48,2.32
7,3,39,8.24
9,5,53,4.86
2,1,9,3.91
10,1,7,5.32
29,6,57,5.98
25,9,71,9.39
37,5,51,4.17
8,5,51,5.13
5,4,46,8.09
5,3,38,4.58
22,6,62,4.17
9,7,67,7.81
31,4,44,5.64
5,2,32,6.32
55,10,75,5.95
48,10,76,8.75
8,4,46,6.57
4,4,47,7.35
69,9,70,8.40
7,4,49,4.75
4,11,77,3.00
7,10,76,1.00
8,4,47,4.58
21,2,34,2.81
46,9,71,8.65
18,4,48,8.56
10,2,33,7.01
7,1,11,4.09
11,9,73,2.81
14,10,76,3.00
6,2,33,4.70
24,8,68,4.70
9,1,7,6.78
6,4,49,4.17
16,1,7,13.51
7,7,63,2.58
41,2,20,6.88
14,1,5,7.72
11,6,59,4.75
33,3,39,5.13
5,1,10,5.67
13,2,30,3.58
4,2,25,4.95
37,1,4,6.25
8,4,46,3.70
17,4,47,7.69
7,4,49,9.22
2,3,40,2.58
70,4,48,7.29
18,1,8,9.55
28,7,63,5.29
2,3,40,3.91
25,9,71,8.66
31,3,41,7.21
28,1,10,7.85
6,4,49,4.58
19,6,55,10.11
18,1,5,7.99
12,4,44,6.32
14,4,47,7.33
6,4,44,7.89
75,1,6,14.34
62,4,45,5.88
2,4,48,5.49
24,3,40,7.62
8,4,48,6.70
11,5,51,5.00
12,4,46,4.86
48,10,76,11.56
19,1,9,10.23
10,2,25,9.90
5,6,60,5.95
15,9,72,1.58
11,10,75,6.52
50,4,48,5.58
8,4,47,6.27
31,8,69,2.81
5,4,47,3.70
6,10,76,8.80
17,4,48,4.70
57,2,32,7.94
18,4,45,6.67
8,3,39,2.00
16,7,65,11.46
12,4,47,5.43
11,6,62,5.43
43,2,18,10.97
57,9,70,7.64
66,2,29,3.81
21,1,8,9.84
31,6,60,4.17
9,7,66,7.14
14,1,9,7.75
48,2,19,6.73
22,10,75,5.55
25,9,73,2.00
9,2,23,3.91
28,7,65,5.70
16,3,39,6.97
12,3,39,3.70
10,9,73,3.00
25,4,47,7.52
20,3,39,8.86
32,6,57,3.70
61,2,32,4.39
2,4,49,2.58
7,9,70,2.58
22,9,70,7.64
25,2,22,12.01
19,7,65,4.91
18,1,2,6.69
32,2,17,7.46
17,2,28,9.85
33,7,64,5.00
62,2,29,5.78
4,4,43,3.91
5,4,49,4.17
11,2,27,4.95
23,6,55,9.74
28,4,44,2.58
4,2,32,3.81
48,1,8,6.95
33,2,22,7.89
14,11,77,1.00
13,3,38,8.98
14,9,72,7.58
28,7,64,3.91
8,2,34,8.92
22,7,67,5.21
60,2,23,5.52
12,5,50,4.17
23,4,44,5.86
47,1,5,9.43
16,2,20,6.04
24,3,41,9.00
14,7,65,6.34
5,7,65,1.00
17,4,46,8.16
5,7,65,5.64
8,5,51,4.91
9,2,28,3.81
27,4,44,4.95
34,4,44,7.57
4,2,33,10.91
32,3,38,7.28
53,5,51,9.56
10,2,25,5.32
67,3,40,7.29
5,4,49,4.91
3,7,65,3.32
19,2,22,6.23
7,6,55,10.14
68,4,47,8.72
4,3,38,5.29
32,1,9,11.34
33,7,63,8.51
73,9,2,7.27
12,4,47,5.52
20,10,76,3.32
22,3,40,4.95
7,2,18,4.91
3,2,28,7.17
10,7,67,4.70
4,4,47,3.32
28,4,44,2.58
28,2,34,5.39
17,6,62,6.81
10,4,44,7.69
6,2,27,11.24
23,6,58,7.41
11,1,2,2.32
8,3,39,2.32
8,2,19,6.07
29,4,47,5.43
38,9,73,9.66
28,10,75,4.81
28,4,44,2.58
46,3,39,8.38
10,1,9,6.66
17,6,59,10.90
60,2,32,8.77
8,3,38,7.10
62,4,45,6.17
3,3,38,4.58
21,4,46,6.97
12,2,28,6.02
13,1,4,9.90
7,4,46,6.63
43,4,46,8.04
20,10,75,2.58
29,9,73,6.36
23,2,31,5.91
7,4,48,3.17
10,6,59,10.52
52,6,61,5.36
16,2,23,6.66
5,4,49,4.39
49,1,6,12.11
23,4,48,6.66
63,9,73,7.57
40,2,35,9.34
14,7,67,5.70
6,2,33,5.13
22,1,5,8.32
63,6,60,7.01
10,2,22,5.75
48,4,45,4.86
10,3,39,9.01
5,10,76,7.38
47,7,63,9.16
16,6,58,5.29
65,3,38,6.71
36,11,77,8.08
37,9,72,9.22
22,2,35,11.06
2,4,48,3.81
28,3,39,5.17
17,2,23,4.70
9,2,24,5.78
25,2,28,7.35
6,4,49,4.70
38,10,75,6.07
54,6,62,6.86
10,3,39,2.81
8,4,46,3.81
18,2,19,5.04
37,3,38,6.38
11,4,48,3.81
30,5,51,4.00
13,1,7,9.01
10,2,23,6.39
45,2,29,8.03
16,2,30,4.64
8,3,39,4.25
1,2,25,4.17
9,10,75,5.29
33,7,64,5.25
14,7,65,6.39
21,6,55,8.89
18,7,65,5.86
9,10,75,9.49
9,10,75,6.19
15,2,25,8.65
6,2,33,4.75
36,9,73,12.61
24,4,44,2.81
2,3,40,4.09
40,4,48,9.24
19,1,5,9.97
33,5,50,9.43
58,6,56,5.49
12,2,17,6.78
3,7,65,6.54
63,2,19,9.40
15,9,2,6.64
10,3,39,5.78
26,4,47,6.81
9,2,23,10.50
23,9,73,5.91
21,4,47,6.07
21,1,6,8.69
7,9,73,6.15
10,1,8,8.42
15,6,59,10.83
8,3,38,4.17
5,2,21,6.94
27,2,32,4.46
4,9,73,1.00
6,2,33,5.17
31,2,19,6.74
7,5,53,10.35
14,4,47,8.21
19,4,45,5.21
20,6,55,10.10
13,2,19,6.46
60,3,38,8.95
70,4,48,6.99
8,3,40,1.00
8,2,18,7.48
22,2,32,5.43
11,1,5,5.70
46,9,70,9.47
10,1,11,10.41
11,2,32,6.23
18,2,32,5.09
21,6,57,3.81
20,1,5,11.36
3,9,73,4.81
63,9,73,4.52
57,2,32,7.48
20,4,46,5.58
42,2,27,6.78
62,1,5,4.58
29,1,7,11.31
17,3,39,4.09
18,7,63,5.13
41,1,5,6.30
10,2,25,7.14
31,8,69,3.00
13,5,50,7.54
7,4,47,3.91
31,1,9,6.11
69,5,50,13.26
16,2,27,5.25
30,4,48,9.59
27,10,75,10.52
10,5,53,2.00
33,3,40,10.30
17,3,39,3.46
15,7,65,4.52
21,2,32,7.85
3,7,66,5.17
16,8,68,7.99
7,2,19,5.93
18,8,68,9.60
19,4,47,7.23
12,7,65,7.30
11,9,73,4.00
6,7,63,1.58
10,4,44,5.78
55,6,60,7.92
10,9,73,6.32
8,2,33,3.46
21,4,47,5.04
8,2,31,11.17
34,1,8,8.11
16,7,66,4.52
27,9,70,6.09
72,1,4,7.29
11,11,77,4.58
62,10,75,7.68
5,2,34,9.43
14,11,77,1.00
3,6,56,5.00
1,4,47,4.25
7,1,8,8.30
12,9,73,3.58
9,1,9,5.70
19,5,51,3.46
8,7,65,3.58
21,9,73,7.16
25,2,25,8.44
49,1,9,9.94
17,10,76,4.39
55,1,4,6.58
50,9,72,5.04
10,2,25,6.83
13,4,47,7.59
2,7,63,5.32
8,7,63,2.32
16,2,19,5.58
16,6,56,4.70
7,4,47,4.32
16,1,5,5.52
27,4,48,4.95
38,2,28,5.04
9,8,68,4.64
17,4,44,4.58
22,10,76,9.42
10,5,51,7.66
25,1,10,6.74
8,3,38,5.81
63,6,59,6.85
7,4,47,5.25
2,3,40,2.00
17,3,38,9.57
3,4,44,3.32
61,2,32,5.49
12,1,5,4.39
38,2,34,9.08
23,4,44,5.95
8,4,47,5.52
6,5,53,4.17
14,7,64,5.29
16,1,8,5.86
5,1,2,1.00
15,2,18,8.02
12,1,8,11.01
16,4,44,5.46
7,3,38,5.29
23,1,5,5.13
25,9,73,1.00
8,9,70,10.08
22,5,50,6.49
30,6,55,8.99
53,2,32,9.48
21,7,65,6.46
5,5,51,1.58
3,4,47,1.58
9,1,6,5.75
5,1,10,5.39
31,7,65,5.49
4,2,31,2.00
5,9,70,6.58
34,2,29,4.39
2,3,40,2.00
23,7,65,6.09
4,3,38,9.36
10,4,46,5.36
44,6,56,8.57
12,2,23,4.81
8,5,52,5.91
8,10,76,2.81
12,2,17,6.91
12,7,63,4.17
34,10,76,4.75
24,3,39,2.81
50,5,50,10.89
54,2,29,4.52
62,1,5,8.80
25,11,77,4.58
11,1,9,5.09
7,4,47,2.00
28,2,34,5.46
10,7,65,4.52
10,6,56,6.75
24,2,23,8.92
49,5,50,6.21
49,3,38,4.86
12,1,5,8.86
37,1,2,7.28
10,1,5,6.58
16,1,6,8.39
9,2,28,4.46
3,4,47,5.39
57,11,77,5.67
9,2,32,5.81
5,2,33,5.36
19,5,50,5.73
28,3,40,4.46
29,2,32,6.94
23,11,77,6.58
73,3,40,9.83
5,9,73,1.58
69,10,75,9.58
4,5,53,6.69
24,2,23,6.13
19,7,64,8.19
4,2,22,6.79
21,1,5,10.87
17,9,73,11.28
8,2,25,6.99
19,1,5,8.67
5,4,46,7.77
20,2,19,7.98
9,2,23,4.39
19,1,5,11.15
40,7,66,11.23
12,4,47,4.86
21,1,5,5.58
67,1,9,7.23
9,2,28,8.24
38,2,28,5.00
19,6,55,11.59
14,7,66,6.52
7,4,46,4.64
12,3,38,4.52
33,1,9,11.45
44,3,39,1.00
49,3,38,4.09
2,3,40,1.58
5,10,76,8.52
4,2,25,9.01
25,6,59,6.34
5,2,23,3.81
12,2,17,6.97
12,6,57,5.25
25,4,48,7.64
11,2,28,5.49
24,4,46,4.58
11,2,18,7.89
23,6,57,3.00
12,2,28,5.98
8,4,49,6.55
17,2,29,3.00
28,10,76,8.53
12,1,8,8.65
12,4,46,5.75
16,2,28,6.17
17,1,11,3.46
3,2,34,5.13
30,6,60,12.99
1,4,47,3.91
14,3,40,3.46
12,1,8,7.20
29,10,76,9.39
11,2,22,5.13
66,1,5,7.94
9,1,9,4.81
45,10,76,8.34
12,7,66,4.58
11,2,22,7.87
14,3,39,6.09
17,4,44,3.81
24,9,72,6.78
69,11,77,11.64
34,1,8,7.24
4,2,24,3.46
5,3,39,9.90
19,2,35,10.80
18,2,25,6.52
14,6,59,6.87
3,3,39,6.19
36,3,40,8.01
62,1,5,10.84
17,2,29,8.20
7,1,5,13.22
23,4,47,8.13
46,1,8,10.41
20,7,63,5.00
22,3,40,4.86
40,1,8,8.58
29,10,76,16.26
14,3,39,9.15
5,10,76,6.60
52,9,70,8.03
6,2,20,2.58
27,4,44,5.21
12,2,32,7.02
49,3,39,8.38
34,3,39,5.49
8,2,28,11.10
13,8,68,3.46
6,6,56,9.59
10,9,71,3.32
45,3,39,7.55
22,2,30,7.04
21,4,44,7.33
45,5,51,5.61
61,1,5,8.11
12,2,28,5.78
3,1,5,5.21
48,4,45,4.58
34,3,38,1.58
14,3,39,6.23
6,4,49,4.58
38,3,38,5.58
8,9,73,7.92
15,6,56,8.03
42,4,48,5.93
10,5,50,5.43
48,3,38,5.86
8,9,73,8.58
66,1,5,8.26
25,9,71,7.02
7,2,24,4.39
75,3,38,10.68
19,9,73,8.01
24,9,73,4.39
24,6,62,6.07
56,4,47,7.93
10,2,27,5.32
24,2,23,8.87
42,1,6,5.13
50,9,72,5.13
45,3,39,7.79
7,4,46,4.17
10,8,68,6.13
2,3,39,5.73
16,3,39,3.70
9,1,5,1.00
61,4,48,7.91
8,3,40,2.00
4,3,40,5.67
7,3,38,4.00
40,7,65,8.99
49,1,9,9.96
7,3,39,4.25
75,1,8,13.05
19,2,23,5.29
55,1,8,6.55
16,2,29,4.95
27,2,29,4.32
21,9,73,8.82
9,3,39,3.70
30,2,18,13.84
38,2,28,5.64
3,1,10,6.29
10,5,50,4.52
65,3,38,6.34
14,4,49,4.70
19,2,19,5.29
5,5,51,5.13
22,4,47,7.22
38,5,50,5.13
29,6,55,6.98
15,4,48,4.86
7,2,25,8.50
7,3,40,8.77
55,4,44,8.14
59,1,5,11.51
51,4,47,8.42
13,1,7,8.37
51,9,73,6.41
29,3,41,7.30
16,4,44,5.58
33,4,48,4.09
15,3,40,6.36
19,5,53,6.44
24,5,51,6.36
20,4,46,8.58
13,2,32,8.54
9,5,51,6.04
70,4,48,7.40
15,3,40,6.41
63,9,73,6.21
57,1,5,6.99
27,2,23,6.52
11,5,50,11.17
37,2,22,6.38
62,4,44,5.86
28,3,39,7.50
16,3,39,3.17
12,2,35,5.09
33,2,22,8.43
7,1,6,1.58
17,3,39,9.41
10,1,4,6.95
3,1,8,5.73
11,3,38,10.72
23,2,18,1.00
55,2,32,6.38
3,4,49,4.32
23,8,68,4.70
6,2,20,3.46
31,2,22,6.21
10,4,47,11.04
8,4,49,6.46
4,3,38,3.17
7,4,45,7.56
8,1,5,7.92
3,3,40,2.81
6,2,32,1.00
6,4,45,7.55
3,4,47,3.91
27,2,22,6.87
17,5,50,6.87
14,2,28,4.91
20,1,5,11.12
27,10,75,8.05
54,2,17,6.88
5,7,65,7.95
31,2,30,8.39
11,4,48,4.91
14,4,48,4.81
8,5,52,5.39
66,4,44,7.92
12,4,47,7.21
5,6,62,6.00
50,1,10,11.89
12,2,28,6.17
40,2,32,7.20
14,1,7,5.88
19,1,8,4.91
9,5,51,4.32
7,2,23,7.55
5,4,49,4.00
15,9,73,7.29
65,2,20,6.46
33,10,76,5.88
5,2,23,4.39
10,1,4,8.16
47,5,51,10.07
6,7,64,1.58
35,3,38,7.62
7,4,46,4.17
17,2,23,5.88
64,3,39,4.32
14,6,56,5.58
12,2,16,4.58
6,2,20,3.32
7,6,55,4.91
48,1,10,11.64
24,3,40,7.09
4,1,6,6.09
70,4,48,7.54
15,4,45,6.17
5,1,9,8.76
7,6,55,7.01
25,10,76,4.75
25,2,32,9.16
16,4,45,10.94
4,1,8,5.43
17,1,11,3.81
16,7,66,3.70
14,1,6,11.28
17,4,44,3.70
28,2,34,5.73
16,2,34,4.75
3,2,25,10.89
7,5,50,8.71
24,4,46,3.58
11,7,63,3.17
14,10,76,4.09
21,2,34,3.17
10,3,39,6.67
12,2,32,6.46
8,6,55,5.67
14,1,9,5.98
20,2,19,5.91
70,6,62,8.30
69,1,15,9.20
9,4,47,7.12
3,2,24,4.09
10,7,65,2.81
13,5,53,10.75
4,2,30,7.38
5,3,39,6.04
9,4,48,5.17
41,7,63,7.10
8,10,76,7.58
21,1,8,6.94
11,3,38,6.69
3,9,73,3.32
4,1,4,1.00
4,3,38,3.58
7,7,65,6.46
11,2,34,5.46
66,1,7,11.30
23,1,5,7.06
45,1,10,10.51
66,4,44,7.62
9,2,23,8.45
11,1,9,8.32
31,7,66,6.71
61,3,40,6.11
47,1,9,9.47
7,4,48,4.32
19,10,75,5.98
33,1,5,8.15
32,3,39,4.52
19,2,23,3.91
10,9,73,6.92
33,2,33,9.03
6,9,71,4.39
21,1,7,6.46
9,9,73,13.31
31,4,48,2.58
9,2,26,8.50
46,4,47,12.76
55,10,76,9.54
29,1,5,4.91
5,3,39,1.00
22,4,48,7.75
10,9,70,7.12
11,2,27,3.00
50,5,51,10.43
10,2,32,8.89
19,3,40,8.83
5,4,49,4.00
8,5,52,5.91
13,1,5,7.25
42,3,38,5.70
34,2,22,4.86
12,6,55,9.06
24,2,16,4.52
57,4,44,5.73
9,4,48,5.17
25,6,55,4.46
20,3,40,6.70
58,10,76,1.00
29,4,47,6.44
48,4,48,10.33
40,2,20,6.82
14,2,17,7.73
6,1,9,9.09
2,4,46,9.11
19,4,47,6.51
52,1,5,8.59
7,3,38,7.64
8,3,38,4.39
24,3,39,4.32
28,2,29,3.70
6,1,4,4.58
7,2,29,3.81
7,2,33,7.85
18,1,7,4.86
17,2,29,6.86
18,1,8,7.94
61,2,23,6.95
3,6,56,4.95
9,2,28,4.75
10,2,33,4.64
8,1,5,4.91
35,2,32,7.38
5,2,19,8.94
60,1,5,5.73
14,4,48,2.81
24,9,2,8.81
9,1,11,7.69
26,4,44,6.57
15,2,27,7.96
5,4,48,5.13
15,5,51,5.73
34,1,9,11.25
11,10,75,4.86
3,3,38,4.70
5,8,68,4.75
22,1,9,5.70
69,9,70,8.40
12,2,32,9.62
10,6,56,5.73
1,10,76,2.00
9,4,49,8.13
15,2,32,7.70
7,7,63,4.86
7,7,67,4.81
9,2,18,10.56
29,1,4,10.30
75,3,38,13.13
14,1,4,7.03
11,4,47,6.81
10,9,70,4.58
13,4,48,7.18
25,4,49,6.21
16,2,28,5.70
3,3,38,5.46
13,4,47,4.86
15,2,25,8.69
29,5,50,6.93
50,7,64,8.14
23,1,8,9.06
23,5,51,4.91
58,2,29,6.09
19,10,76,10.34
7,2,33,8.56
11,2,29,5.39
25,4,48,8.73
66,4,43,7.79
50,2,32,4.52
11,6,59,4.09
62,4,46,8.63
22,5,51,5.67
66,3,38,6.83
18,2,20,3.81
9,3,39,4.32
10,5,53,7.40
13,1,9,10.25
31,9,73,6.44
63,1,8,11.16
6,6,62,5.32
16,3,38,5.83
18,7,65,6.41
47,1,10,10.19
14,5,51,7.91
42,1,5,8.96
26,5,51,3.91
13,9,73,9.52
34,3,39,11.28
22,1,9,5.13
11,5,51,3.32
13,4,49,4.86
24,1,5,8.98
7,1,2,6.36
10,3,38,6.32
5,4,49,4.32
6,2,20,3.81
16,10,76,9.17
24,1,5,7.01
25,6,55,5.55
73,3,40,9.81
17,4,49,5.49
4,3,40,10.91
13,4,49,9.45
4,4,46,2.00
23,8,68,5.00
50,1,8,6.94
20,2,19,7.95
52,3,40,8.12
27,1,9,11.38
14,4,49,6.48
38,1,5,6.97
23,10,75,6.57
11,1,10,2.58
4,9,73,3.00
21,2,20,8.91
10,9,72,6.66
22,2,30,6.97
46,5,50,8.06
66,1,8,8.44
19,4,48,4.91
7,9,70,2.81
16,4,48,6.04
21,3,40,6.44
51,3,38,5.21
16,4,44,8.54
55,4,45,5.36
23,2,18,10.99
8,6,60,2.81
70,4,48,7.25
14,4,49,6.58
40,10,75,6.67
29,4,44,3.91
33,4,47,4.17
6,3,39,5.67
28,2,34,5.64
5,2,21,6.86
15,5,53,8.60
12,4,46,5.39
15,7,63,5.21
7,4,47,5.64
16,9,73,7.13
14,1,9,5.39
28,4,48,11.27
51,10,75,8.88
53,4,45,6.81
11,6,59,4.17
22,10,75,6.63
3,6,56,5.49
65,6,61,5.00
45,8,68,8.83
70,6,56,8.34
12,4,47,8.78
8,4,48,9.03
6,4,47,3.58
16,4,47,6.58
63,1,8,10.50
50,9,71,8.02
6,2,20,3.46
74,2,22,10.76
16,10,75,6.15
6,5,53,6.27
58,2,32,9.89
50,1,8,6.30
37,2,34,3.00
32,9,73,12.55
25,10,75,7.20
25,1,5,14.08
11,2,18,6.78
15,1,6,13.23
10,4,44,1.58
24,1,5,8.86
11,2,25,9.88
5,4,47,4.86
6,2,21,5.25
8,2,21,4.09
12,9,72,5.36
23,4,48,13.53
28,4,49,5.75
10,3,38,4.32
4,4,43,4.17
3,7,63,3.91
6,4,48,7.93
16,4,46,5.64
26,6,61,9.35
14,1,5,4.46
10,2,32,9.65
12,4,47,2.00
2,5,50,1.00
69,6,55,7.72
3,11,77,1.58
34,3,40,3.81
16,11,77,8.28
38,2,27,10.52
35,9,70,6.58
19,2,19,6.32
16,3,40,3.91
16,9,73,7.29
9,4,49,4.17
12,5,53,5.04
9,2,26,7.88
15,4,48,5.00
17,4,45,6.30
5,1,5,3.00
30,2,18,6.57
10,1,6,5.17
5,4,49,4.09
31,2,28,7.64
21,7,64,3.46
46,6,62,3.81
17,1,4,4.39
14,4,47,5.32
15,1,5,8.80
54,4,47,7.69
13,1,9,5.00
31,2,19,6.95
48,1,5,8.79
27,10,76,6.95
9,4,45,1.00
34,11,77,9.60
16,6,59,5.25
41,7,65,3.00
6,3,39,7.22
12,6,56,9.35
70,4,48,5.09
24,10,76,6.38
33,2,22,7.99
22,4,48,8.31
4,1,5,6.94
13,2,27,5.75
33,4,46,7.97
1,7,66,1.58
17,7,66,7.67
1,4,47,4.52
15,1,9,5.04
5,6,55,5.93
10,2,26,7.43
20,5,52,4.25
39,8,68,8.50
14,3,39,6.99
20,6,59,4.00
6,5,50,4.58
23,4,47,6.87
43,2,22,5.73
34,4,49,7.81
2,3,40,1.00
32,1,9,9.82
30,4,44,4.00
7,1,9,8.06
49,3,38,6.43
5,2,21,6.87
5,3,38,5.46
38,2,28,5.52
7,4,49,2.58
8,3,38,3.70
19,2,23,5.09
54,4,45,6.91
4,4,49,6.69
3,2,24,4.32
9,2,23,3.91
28,9,72,12.83
65,1,2,10.76
24,10,75,7.93
11,6,59,4.25
19,2,18,9.29
70,6,56,8.11
8,1,4,9.28
12,1,5,5.55
39,5,51,9.71
37,3,41,4.00
6,5,50,4.95
3,6,55,10.15
45,2,23,5.67
7,3,38,5.32
33,4,44,8.73
18,1,5,10.07
7,1,11,4.75
38,2,35,10.50
22,3,39,4.95
26,6,59,9.37
7,2,18,10.62
35,2,31,7.10
32,9,73,7.02
26,2,27,9.45
17,4,44,3.91
1,1,5,5.95
70,4,48,7.29
20,5,50,7.88
8,2,34,9.01
6,1,7,9.64
3,2,25,10.88
